stop_id	stop_name	stop_lat	stop_lon
ce8054ef-6b41-439f-b763-a770a69cf95d	Prospekt Saryarka	51.173858	71.407056
3d570ad2-db12-47d1-b15e-a33dfa403c56	TD Koktem	51.175269	71.4084299
9c39bef4-78ba-41cc-af86-4e9cec3e06dd	Shkola-litsei No. 15	51.179925	71.410194
15829acf-630a-4f13-9472-b6f8a679e0a8	Ulitsa Moskovskaia	51.182389	71.4095289
df129513-5202-4119-963f-1090546d183d	Ulitsa A. Moldagulovoi	51.185903	71.408547
0dfeaf23-1068-4a93-9666-5cc804d389a1	Teatr Zhastar	51.189325	71.407519
e6719284-431b-4c10-bb30-4f2e99de2f98	TD Daulet	51.1928527	71.4079089
63220f3a-eeb2-41ce-9cae-7157668360e9	Zh/d vokzal Astana 1	51.1947805	71.4091279
3e758949-78d7-4c07-b00b-e81d572481ee	Kanal Nura-Esil'	51.05996347269038	71.41264815638745
13a79ef8-965a-440a-be79-13f1aa3b7e6f	zh/m Prigorodnyi	51.0426454	71.4311203
1617c71a-0c29-4ad2-b1b4-5ea952e80f75	zh/m Prigorodnyi	51.0425143	71.4312896
4614db92-63be-4042-bc5a-4f82ce5d47fe	Kanal Nura-Esil'	51.06046711783695	71.41223537793292
bc3e6bd7-08c3-470f-9c82-e483399884de	ZhK Family Park	51.06427638090455	71.40615727523895
bf5784b8-65f2-46b7-824e-78e29e38f3d1	Karkaralinskoe shosse	51.06813494929981	71.39996701455095
0a75a06f-8e5d-48f2-ac85-8211908d4c41	Stella Zvezda Astany	51.0743025	71.3975068
a57b56fd-5f03-4ce5-bbef-6bcc23035352	Tsentral'nyi gospital'	51.08336752476138	71.40059277310509
ccd5e97f-c483-4209-96d7-8d64466fdc26	Nazarbaev universitet	51.08988094333154	71.40294098607305
0354d63f-65ad-4bef-b2e1-b79439bb9f31	ZhK Ekspo-Plaza	51.0939087	71.4045112
068882a1-be66-4fce-b012-98a2dd51acc8	Ledovyi dvorets Alau	51.1007236	71.4068324
609457bf-32ed-4cae-8bc4-56c755311af4	Stadion Astana-Arena	51.1084605	71.40968
c3484f80-419a-4ea3-9355-c33104abab7e	E 319	51.0660456	71.4160309
4b830103-8b6e-4273-aedc-b4ca2c34dda8	Kanal Nura-Esil'	51.0617062565548	71.414540446622
bc1ee4e3-ab3a-4b4f-81cd-46eba42d01df	Sadovodcheskoe obshchestvo Aviator	51.05462397432345	71.42189604140914
b27e4484-f45f-490f-b75f-d3c0c5f01eba	ul. Zhanadariia	51.04704157208384	71.43116576882497
953d5019-5468-4971-8712-6648eda53cfe	Detskii sad Balbulak	51.0445846248775	71.4271008652745
0116b4d3-b09f-4091-8e8d-3363907905fa	Sarytogai	51.042905252237496	71.42560161251365
9ee1bf93-fd79-4c3c-a63c-dae21572b98a	sredniaia shkola No. 24	51.0417836474827	71.4285087766178
28407e90-671f-482f-95f4-c692dd4d1e90	Ulitsa Arnasai	51.041765	71.433817
b42cb534-1201-4a4d-9b60-3774280e24fa	Mechet' Al'zhan Ana	51.041761	71.437795
5dafe705-9a04-4727-a75e-7ed2195cfe2a	Mezhdunarodnyi aeroport	51.0283122	71.4623786
0efb91bb-82ba-4082-a5d9-69e392b7510f	Mezhdunarodnyi aeroport	51.0283122	71.4623786
eb69b78a-a836-40b3-8ca7-a7b8aaed7ec6	Mechet' Al'zhan Ana	51.041884	71.438528
19d56c0b-6421-4f46-8ec3-2781ee8b93ec	Ulitsa Arnasai	51.041854	71.432969
83a76452-75bb-411e-851e-9e07da361031	sredniaia shkola No. 24	51.0419725292984	71.4275539102721
28764497-a568-434f-83dd-932a3c91e199	Sarytogai	51.0459788	71.4312831
a4e48b15-9424-41b4-92a1-8331bbdd6863	Detskii sad Balbulak	51.0445357926555	71.4286482514086
88b7ca3b-3501-4efe-b33f-701453ffa277	ul. Zhanadariia	51.0459788	71.4312831
54623320-dd0b-452c-9ee8-9cf89671b8b0	ZhK Aq-Jol	51.04938026082487	71.43015536518286
a6d09382-75f3-4706-85e8-2a5b775af30c	Sadovodcheskoe obshchestvo Aviator	51.0548706	71.4213864
ea8a20e2-6aea-407c-b42b-f9c55439718b	Kanal Nura-Esil'	51.0615023987215	71.4148961572331
fc4e269d-3cc0-46fd-87b7-4ae1ac9e2361	E 319	51.0672733	71.4171086
a78b2c1d-ec83-4c0d-90b1-97d4136ebaae	Detskii sad Karlygash-2	51.07175029326442	71.4186724325044
ddc8cb38-d19d-43a5-8f21-eb761485ed15	Bol'nitsa Meditsinskogo tsentra UDP RK	51.0760551	71.4202701
ef859046-109a-4362-9339-ca295f511796	ZhK Ekspo Siti	51.080955	71.421862
90bbca78-c461-4348-9ec8-4911c68a3ae3	Biznes tsentr Marden	51.17090726261565	71.42187490281339
639393f6-22fb-4ab6-a13d-98f9131736b2	Narodnyi bank	51.167332	71.426572
e0edfbd5-454b-49aa-bd3f-9f55d679c2a4	Ulitsa Amangel'dy Imanova	51.163984	71.427507
3abac3ba-87c0-480c-aa39-fc3ec081e9c6	Zhanibek Tarkhana	51.1603409	71.4285696
4aed197d-2627-48aa-9191-4b45ed52ddbb	Mikroraion Samal	51.15735543102864	71.42943772524505
f86c97bc-80c0-4a7e-bbc0-4dbff06148ab	Park Atatiurk	51.1519050100361	71.43877488322552
7e094e15-7fe2-424d-be5d-c650a7eaac09	Ulitsa Amman	51.15066250426209	71.44443845599713
0c611096-98ec-4284-85e1-68523f4436d3	Dom ministerstv	51.129665748498354	71.43805714191865
cac60a34-335b-43a0-aeb1-8d57a154facc	Kardiokhirurgicheskaia klinika	51.127682	71.413143
bf58aae9-f17c-4eb5-b280-bd59ef34e7d4	Tsentr neirokhirurgii	51.122751	71.412388
edca5c3c-a4bf-4aad-b25a-fa60e056cb86	Biznes tsentr Asyl-Tau	51.117798	71.411521
c885bb33-9730-4071-9429-8ad8e56f4a7e	Dvorets edinoborstv im. Zhaksylyka Ushkempirova	51.1137412	71.4108454
25160f65-5b76-42df-8126-ba7e0dca32d0	Stadion Astana-Arena	51.106637	71.408628
8d5505db-a9f3-4d54-9b9e-bfd7f6e60265	Ledovyi dvorets Alau	51.100272	71.406344
ad8964a3-38aa-4ec7-be27-55d4fa8437de	ZhK Ekspo-Plaza	51.0924187	71.4034923
12cabd75-d75d-4b82-8364-770c7812d47f	Nazarbaev universitet	51.089197	71.402369
a63cf9b0-b800-4694-9701-ff96efc9a37d	Tsentral'nyi gospital'	51.081376	71.399555
97fe4589-8e42-4006-b28b-a0fdb7f06199	ZhK Budapesht	51.0783226321179	71.39844854977864
06eee664-f6eb-43f7-ac6a-de0d6e693a27	Stela Zvezda Astany	51.073524	71.396747
04fd1fc3-b800-465a-be89-5367e0313d21	Karkaralinskoe shosse	51.067075	71.401264
ccf9d9ab-2a88-4d8f-aa7d-4d3b7eaf7a50	ZhK Family Park	51.063899	71.406409
cb981230-114b-4e6e-97a2-9234afcc4418	Dvorets edinoborstv	51.112486	71.410926
d59b3173-0b00-4498-8684-00131374163c	Biznes tsentr Asyl-Tau	51.11906056660345	71.41206247980513
